Customer ID,Age,Gender,Marital Status,Education Level,Geographic Information,Occupation,Income Level,Behavioral Data,Purchase History,Interactions with Customer Service,Insurance Products Owned,Coverage Amount,Premium Amount,Policy Type,Customer Preferences,Preferred Communication Channel,Preferred Contact Time,Preferred Language,Segmentation Group,Age_Group,Income_Level,Spending_Category,DBSCAN_Cluster
23854,35,0,2,2,0,3,42057,1,1656,2,4,188132,1869,0,4,2,0,2,3,0,1,1,0
84804,38,0,2,4,28,7,119675,1,98,2,4,671253,3976,0,0,4,2,2,3,0,3,0,0
71393,31,0,3,2,6,1,40357,4,1936,0,0,215723,3542,1,0,3,4,0,4,0,1,1,0
25129,69,1,0,0,12,7,50366,4,260,4,1,144603,3576,3,1,2,0,1,4,2,1,1,0
11502,25,1,1,3,9,2,103871,1,216,0,0,505306,4467,2,4,2,0,2,3,3,0,2,0
95133,66,1,0,0,3,3,43790,2,405,3,1,182532,3243,3,3,4,4,0,3,2,1,1,0
35583,32,1,0,0,10,8,48387,2,472,3,3,204458,1491,3,3,2,0,4,3,0,1,1,0
78367,35,1,1,2,32,3,112076,0,194,3,0,603048,4478,2,2,3,0,2,3,0,0,2,0
30757,68,0,4,3,13,3,127650,4,784,0,3,965529,2442,0,2,3,1,0,4,2,3,0,0
3621,20,0,2,3,18,0,25227,1,574,0,0,639923,2167,2,2,3,1,4,4,3,1,0,0
78041,53,1,1,0,24,5,133553,4,32,0,2,291180,2736,0,2,1,3,1,3,1,3,1,0
22276,70,1,4,3,13,7,78598,2,63,2,1,442699,1678,0,4,3,4,1,0,2,2,2,0
71211,23,0,1,3,18,7,56066,2,922,3,1,590837,4507,2,3,2,0,2,4,3,2,2,0
73774,24,0,0,1,4,2,125417,0,893,3,4,565558,1865,0,3,2,3,0,2,3,3,2,0
22827,46,1,2,1,6,7,37914,2,1040,3,4,384007,764,3,2,3,0,1,3,1,1,2,0
84605,56,0,3,0,18,7,81445,0,1104,4,1,147295,1548,0,4,3,4,2,1,1,0,1,0
84279,31,0,0,4,16,1,37394,0,706,0,0,871611,3966,0,2,1,0,2,4,0,1,0,0
68986,55,0,4,1,11,0,108397,2,395,3,4,550198,4478,2,0,0,0,3,0,1,0,2,0
16048,64,0,0,3,27,6,49206,1,516,0,2,777760,2328,2,1,0,3,3,2,2,1,0,0
2642,44,1,2,3,6,4,122064,1,1641,0,3,348978,4040,2,1,4,4,2,3,1,3,2,0
94705,24,1,2,4,26,3,35138,2,1230,4,1,778638,4375,1,0,1,3,0,2,3,1,0,0
2928,35,0,3,3,2,3,125327,1,1896,0,3,117705,3183,2,4,4,1,2,2,0,3,1,0
55285,68,1,2,3,34,0,98859,3,671,0,1,726494,4550,2,2,3,3,2,4,2,0,0,0
44971,49,1,2,0,21,0,124489,2,678,3,0,124978,4606,2,4,3,3,0,0,1,3,1,0
85765,55,0,2,1,14,4,108216,2,1358,1,4,360442,3689,3,0,3,3,1,2,1,0,2,0
38231,56,0,4,2,16,7,51375,2,758,3,1,978608,4381,1,3,2,3,2,2,1,1,0,0
87213,36,1,4,0,20,0,54799,0,838,1,1,547782,1789,0,4,4,0,1,1,0,2,2,0
12765,58,0,1,3,34,0,147086,2,1299,4,3,350392,1904,0,4,0,2,2,2,1,3,2,0
88067,70,0,1,3,28,5,68614,1,469,1,0,766034,1243,3,2,1,3,0,1,2,2,0,0
85103,68,0,3,1,17,3,75054,1,1636,4,2,305816,2892,0,0,3,4,0,0,2,2,1,0
89134,26,0,4,2,17,7,108236,1,802,0,4,568365,3179,2,0,3,3,2,0,0,0,2,0
30154,56,1,0,3,34,3,106788,1,19,4,1,336538,4708,3,4,1,3,0,4,1,0,2,0
26387,67,0,3,4,6,8,92980,0,470,0,0,951963,4486,0,4,1,3,1,2,2,0,0,0
69771,53,1,2,3,10,2,62079,2,868,4,4,546867,4820,3,0,3,4,4,0,1,2,2,0
42072,48,0,2,2,2,3,52419,2,684,4,1,151162,3546,0,4,4,0,2,2,1,2,1,0
63713,60,1,3,4,31,2,32915,2,313,3,4,577194,2816,2,2,0,2,2,4,1,1,2,0
14666,33,1,3,2,10,4,91539,0,1528,0,1,695557,2980,2,2,4,4,3,2,0,0,0,0
2088,69,0,0,0,9,2,111705,0,1199,4,2,582024,1341,0,2,0,4,2,2,2,0,2,0
96783,44,1,3,0,31,5,79303,2,1349,0,0,953001,1226,1,4,2,2,1,3,1,2,0,0
90675,66,0,2,1,12,7,68615,1,510,3,0,852181,4119,0,4,4,3,4,1,2,2,0,0
15945,28,1,2,4,14,6,113629,4,1995,0,1,759719,1227,2,4,1,2,2,0,0,0,0,0
93065,56,1,3,1,13,2,37251,0,824,3,4,624525,4057,0,4,1,3,2,2,1,1,2,0
44911,67,1,0,0,17,1,38309,2,40,0,0,566565,2058,2,1,3,1,2,4,2,1,2,0
77398,24,0,0,2,33,2,83222,0,116,3,2,752822,754,0,2,0,3,2,4,3,0,0,0
78296,63,1,0,3,28,4,27732,3,1334,0,4,208541,1887,2,4,2,3,2,1,2,1,1,0
89120,67,0,2,0,11,4,135130,3,1022,3,2,281647,4126,0,1,3,3,0,1,2,3,1,0
11165,65,1,3,2,8,4,117571,2,387,3,0,820957,1921,2,0,1,1,1,1,2,3,0,0
23126,26,0,3,4,0,4,118501,1,1129,0,4,554012,2199,1,1,4,4,1,3,0,3,2,0
28721,53,1,3,0,9,4,66688,2,884,3,4,953785,1541,0,2,3,3,1,2,1,2,0,0
76084,55,1,4,1,24,5,113773,2,894,3,4,537481,4290,0,4,0,3,4,2,1,0,2,0
48099,31,0,2,4,11,4,48584,2,283,2,1,889366,4299,0,0,1,0,4,4,0,1,0,0
59354,52,1,1,0,6,2,50184,1,343,4,3,285609,4611,0,4,1,2,3,4,1,1,1,0
6778,65,0,2,2,21,2,138363,0,1202,1,4,657276,4617,1,4,4,1,2,4,2,3,0,0
11933,38,0,3,3,14,2,144851,0,970,4,3,816320,1674,1,3,2,2,2,4,0,3,0,0
6603,57,0,1,4,20,6,25246,2,1150,3,1,549175,4008,2,0,4,4,1,4,1,1,2,0
78633,20,0,0,2,20,3,89558,4,1221,3,2,856581,4344,3,0,4,2,2,0,3,0,0,0
43745,59,1,0,1,19,5,98524,1,872,3,2,205738,2626,0,3,1,2,2,4,1,0,1,0
48502,35,1,0,4,10,7,35809,1,1154,0,2,198554,1764,0,2,2,3,2,1,0,1,1,0
43517,69,0,2,1,33,8,50051,2,275,0,4,969161,4569,2,4,1,1,1,4,2,1,0,0
26263,27,1,1,4,8,7,66980,1,581,2,4,884548,2057,1,1,2,3,2,4,0,2,0,0
95117,56,1,4,1,5,0,125162,1,549,3,0,778710,1045,2,4,4,2,0,4,1,3,0,0
3933,31,1,1,2,21,3,34485,1,956,3,2,499949,4440,2,3,1,3,4,3,0,1,2,0
87509,37,1,1,1,31,0,115496,4,601,0,2,293863,1881,0,3,1,1,1,4,0,0,1,0
35834,49,1,4,4,2,7,46792,0,935,0,4,955032,3497,2,0,1,3,4,1,1,1,0,0
83498,30,0,4,2,15,6,146496,2,681,2,2,452197,4405,3,4,4,2,1,0,0,3,2,0
74316,68,0,2,2,10,2,44638,4,172,1,0,187831,2617,2,3,0,4,2,1,2,1,1,0
78313,37,0,1,2,25,6,84913,1,785,4,0,972346,4623,2,4,1,0,1,0,0,0,0,0
4959,65,0,1,1,0,4,31152,2,1419,1,2,568893,1287,2,2,4,1,2,0,2,1,2,0
57748,24,0,3,1,4,7,146977,0,756,0,4,474596,1711,1,4,1,1,4,0,3,3,2,0
67108,26,1,0,2,33,1,144462,1,1683,0,2,959457,1748,0,2,3,4,4,3,0,3,0,0
6818,65,1,1,0,19,0,34651,1,970,3,4,686807,1920,0,4,4,2,4,1,2,1,0,0
5213,55,1,1,2,4,8,144347,0,1909,3,0,338401,3336,2,2,0,3,3,0,1,3,2,0
12472,44,0,0,4,23,5,69796,1,1169,0,3,522782,4848,2,3,2,4,0,0,1,2,2,0
35555,25,0,0,1,13,2,85196,1,1840,0,0,73130,673,0,1,3,2,2,3,3,0,1,0
88160,24,0,1,0,7,6,143216,2,1406,0,0,968651,3507,2,3,4,2,2,3,3,3,0,0
92422,46,1,3,0,3,1,36062,2,1335,3,1,657416,2380,1,0,4,3,1,2,1,1,0,0
24358,70,1,0,0,1,3,45484,1,191,0,0,660436,2360,2,2,0,3,4,4,2,1,0,0
15742,19,0,4,3,19,5,56211,4,1701,3,2,77075,3403,0,1,3,3,4,0,3,2,1,0
31845,24,1,0,3,2,5,53371,0,1730,3,2,986959,4839,1,0,3,3,2,0,3,2,0,0
45408,36,0,1,3,14,8,108039,4,1525,1,1,160903,1091,2,4,2,0,1,0,0,0,1,0
5140,57,0,3,0,30,3,119948,1,94,1,0,641685,3385,0,2,2,3,0,4,1,3,0,0
32929,52,1,2,2,8,4,74441,1,1991,2,0,489338,3831,2,3,2,4,1,1,1,2,2,0
3420,57,0,1,4,25,5,126291,0,1558,0,4,343889,4455,3,3,4,4,3,2,1,3,2,0
96811,47,1,4,3,6,1,91068,4,1155,2,2,301264,3560,2,1,3,1,0,2,1,0,1,0
90994,51,0,1,0,7,4,41435,0,953,3,2,500485,2757,3,2,2,0,0,3,1,1,2,0
9943,57,1,3,3,24,3,82336,1,415,1,3,181803,4497,0,4,3,2,3,1,1,0,1,0
75717,20,0,1,2,17,0,116999,2,1527,2,4,608910,743,1,0,4,0,3,0,3,3,2,0
15860,40,1,1,0,11,1,118419,0,1881,3,3,82380,661,2,2,3,3,2,1,0,3,1,0
70425,40,1,4,4,0,6,115454,4,230,0,2,752412,3614,2,0,3,0,2,0,0,0,0,0
77347,27,1,3,3,23,4,146429,0,746,3,0,570815,1860,2,3,4,4,4,1,0,3,2,0
68130,40,0,0,2,3,3,25862,1,724,3,3,166079,4888,3,0,2,0,2,3,0,1,1,0
74405,25,1,3,3,23,4,37492,1,29,3,2,184762,1195,1,2,2,4,0,1,3,1,1,0
64076,26,1,0,0,5,0,127527,2,1769,0,1,465173,3646,3,4,1,3,1,2,0,3,2,0
35976,57,1,4,4,16,8,118331,4,118,4,0,81155,4465,1,2,2,3,0,4,1,3,1,0
36099,25,1,0,4,27,6,57187,2,875,2,3,511817,1154,2,2,1,3,0,3,3,2,2,0
79929,60,0,3,1,14,4,80414,0,956,0,3,843190,1395,3,3,1,3,1,4,1,2,0,0
66280,31,1,4,2,32,4,84888,2,2014,3,2,574769,746,0,4,3,1,1,4,0,0,2,0
28769,44,1,3,1,21,7,125496,0,664,0,1,988838,4543,1,1,4,2,2,0,1,3,0,0
1394,37,1,0,2,7,7,145355,1,1779,4,3,196503,4557,0,2,1,3,1,4,0,3,1,0
3016,62,1,0,0,32,8,120105,2,1335,0,0,168105,3921,3,0,1,4,0,2,2,3,1,0
26148,67,0,3,3,14,8,118451,0,302,0,0,670449,4529,0,1,4,0,0,0,2,3,0,0
35360,41,0,3,3,12,0,86234,2,13,1,1,779222,3076,2,2,3,4,4,4,1,0,0,0
75564,68,1,4,0,32,1,35338,3,1105,2,2,971294,4389,3,2,1,1,1,4,2,1,0,0
99131,32,1,2,0,10,5,69742,2,606,2,0,168741,4360,0,2,4,0,3,2,0,2,1,0
19413,40,1,2,0,21,4,55808,3,746,0,1,297995,4008,0,2,2,3,1,0,0,2,1,0
22704,34,0,0,2,27,6,65339,4,1335,4,2,592570,3115,1,2,3,2,1,4,0,2,2,0
63356,49,0,1,4,13,3,58902,1,1658,0,3,303882,1454,2,0,4,3,0,0,1,2,1,0
88122,48,0,3,0,30,6,114023,3,1156,4,2,150925,3036,2,4,3,2,4,3,1,0,1,0
70291,24,0,3,2,22,3,69138,3,1123,4,0,370485,4449,1,2,1,4,1,0,3,2,2,0
13630,45,0,4,2,18,6,31904,2,691,0,2,97466,1791,1,2,3,2,3,2,1,1,1,0
48850,65,1,2,0,19,7,98825,0,469,1,4,388033,2647,0,2,2,0,3,3,2,0,2,0
3610,39,1,1,1,29,6,42559,2,635,0,1,481863,2286,2,0,4,4,2,4,0,1,2,0
49568,33,0,3,1,30,8,56566,4,1754,1,0,202711,3788,2,4,0,2,1,4,0,2,1,0
78001,35,0,1,0,33,4,24635,4,1079,0,0,844632,2226,2,2,2,4,2,1,0,1,0,0
88110,55,0,1,2,28,1,47599,2,1770,4,2,270088,4383,1,3,1,2,1,3,1,1,1,0
21754,63,1,4,4,18,1,53695,3,899,2,3,623503,4577,1,4,1,3,4,4,2,2,2,0
85508,54,1,1,0,10,4,68705,1,1160,0,4,800806,2937,2,3,4,2,0,1,1,2,0,0
76030,25,0,4,0,12,0,70791,3,27,3,1,363169,1713,2,3,3,2,3,3,3,2,2,0
47572,53,1,4,2,2,1,78024,4,265,0,0,94412,1608,2,1,4,4,2,4,1,2,1,0
70874,50,0,4,4,34,6,145539,2,1772,2,0,192357,1711,2,0,1,1,3,3,1,3,1,0
29786,39,0,2,2,6,5,87470,0,796,4,2,850693,4417,2,1,1,0,1,1,0,0,0,0
44656,38,0,0,4,29,1,70371,0,302,3,1,603128,3686,2,0,3,1,4,4,0,2,2,0
42609,51,0,3,0,0,3,137327,2,21,0,0,191927,2458,2,1,4,1,1,2,1,3,1,0
46116,55,1,0,0,1,4,114925,2,964,2,1,628662,4856,3,4,0,3,1,4,1,0,2,0
28826,30,1,3,2,8,4,144835,1,1435,0,1,58361,1258,1,0,4,4,1,2,0,3,1,0
65399,62,0,2,2,27,3,57268,1,174,1,0,231246,3479,1,0,2,3,3,3,2,2,1,0
67029,19,1,3,0,12,7,136551,1,398,2,1,371231,1143,2,4,1,3,2,1,3,3,2,0
94736,40,1,2,2,8,0,37396,0,778,4,1,431392,4426,1,0,0,1,2,0,0,1,2,0
75727,49,0,3,2,22,1,146177,0,476,3,2,236948,4500,3,1,0,1,1,3,1,3,1,0
79365,51,0,0,3,33,8,25167,2,1420,4,4,798921,4297,3,2,1,1,4,1,1,1,0,0
62551,39,0,0,1,4,2,74219,2,776,1,0,411095,4465,2,3,0,4,1,3,0,2,2,0
13110,40,1,2,0,33,4,26146,2,814,0,1,790610,1324,3,2,0,4,0,0,0,1,0,0
62046,55,0,4,0,15,1,86834,0,830,2,3,128915,3354,2,3,3,0,2,1,1,0,1,0
60085,43,0,4,1,22,8,58850,0,1439,3,1,594915,740,1,3,4,2,0,4,1,2,2,0
70865,32,0,4,2,21,6,103586,2,310,1,0,907744,3944,2,3,3,2,2,4,0,0,0,0
89802,19,1,2,0,16,4,117248,4,1626,0,2,826684,1696,0,4,0,4,0,4,3,3,0,0
210,51,1,1,0,17,7,68762,0,1455,0,1,230289,2452,3,0,1,2,1,2,1,2,1,0
10284,60,0,0,1,2,6,64535,2,210,1,4,106147,1802,1,1,3,0,0,4,1,2,1,0
21190,38,0,0,3,15,4,61942,2,1241,2,4,256615,4432,0,0,2,0,1,2,0,2,1,0
45503,31,1,0,2,18,4,77487,3,203,2,2,888075,2530,2,2,3,4,3,1,0,2,0,0
62242,42,0,2,3,28,8,40317,1,1068,4,0,586478,1531,1,0,2,3,3,3,1,1,2,0
15915,25,1,0,3,16,2,40077,3,1357,1,3,219775,2723,2,2,1,2,2,2,3,1,1,0
77580,64,0,0,3,2,8,110914,2,292,3,2,533835,1830,0,3,2,4,1,3,2,0,2,0
84990,52,0,0,4,34,7,55964,2,1716,3,4,255745,1322,1,4,1,3,2,1,1,2,1,0
15845,21,0,4,4,4,5,109021,1,1389,1,2,604636,2933,2,0,2,3,2,3,3,0,2,0
85084,49,0,2,4,21,7,60221,2,1217,3,4,749437,4689,1,3,2,3,2,2,1,2,0,0
12941,67,0,1,1,17,2,44308,2,654,4,4,879277,743,2,1,0,0,3,4,2,1,0,0
4629,23,1,1,3,1,3,116721,4,1079,1,0,805439,3867,2,2,0,1,1,2,3,3,0,0
6972,54,1,1,4,29,5,31939,2,1028,4,0,156426,3753,0,3,1,0,0,0,1,1,1,0
76696,22,0,1,1,9,5,127932,1,1217,2,2,484025,1015,1,3,1,2,1,0,3,3,2,0
42793,62,0,1,4,9,0,50407,4,1469,3,4,891416,634,2,0,2,3,3,4,2,1,0,0
70876,29,0,2,3,1,2,143911,3,1604,4,1,622744,4126,1,1,1,2,1,4,0,3,2,0
40130,30,1,2,0,24,7,31954,4,1769,4,3,144080,2369,0,4,0,4,4,1,0,1,1,0
2048,46,1,1,4,14,0,39517,4,79,0,1,415034,1893,3,1,2,2,0,3,1,1,2,0
13084,58,1,4,1,10,7,147222,4,1423,4,3,368529,1417,0,4,1,2,2,0,1,3,2,0
25811,32,1,1,4,8,8,89308,0,1741,2,0,88823,4606,3,2,3,2,3,4,0,0,1,0
8824,35,0,0,4,6,2,82745,2,320,1,1,211623,1241,2,3,4,4,2,0,0,0,1,0
88424,69,1,1,2,0,4,92034,0,50,1,1,298677,1005,2,1,4,4,0,4,2,0,1,0
79196,70,1,1,3,24,7,46030,2,491,2,2,776803,1927,0,4,3,0,1,1,2,1,0,0
43340,37,1,0,3,33,8,143024,1,326,2,2,882414,1602,2,2,1,0,4,4,0,3,0,0
15162,47,1,4,1,15,4,68856,0,1934,2,2,810956,4450,0,0,0,0,1,1,1,2,0,0
74688,53,0,2,2,21,5,56771,3,1604,4,1,223735,1172,3,3,1,3,0,4,1,2,1,0
38845,28,1,0,0,9,1,128014,2,212,1,0,631583,1744,2,0,2,2,4,1,0,3,2,0
87129,44,1,2,2,14,6,134186,2,545,1,2,674729,4833,0,2,3,0,0,3,1,3,0,0
80123,44,1,4,0,20,4,93537,4,1191,3,0,532853,1120,2,2,3,2,2,0,1,0,2,0
67943,24,1,0,2,9,5,122385,2,948,1,2,754547,1984,2,3,3,1,3,3,3,3,0,0
61456,31,1,3,2,20,7,47807,4,553,3,2,91106,3183,3,4,1,4,0,1,0,1,1,0
66449,20,0,1,2,34,6,131238,0,930,4,3,221470,2620,1,2,4,3,3,0,3,3,1,0
31988,60,0,4,0,11,6,103699,2,643,0,1,127331,4307,2,2,3,3,1,3,1,0,1,0
66435,40,0,1,0,4,2,93513,2,1968,3,4,778181,4066,3,0,4,4,4,3,0,0,0,0
81694,40,1,1,0,7,1,72658,2,717,3,0,326209,4378,2,2,2,1,1,4,0,2,2,0
40858,53,1,0,0,4,1,42857,1,255,0,4,652375,1163,0,2,2,2,0,4,1,1,0,0
36805,63,1,0,3,15,4,39243,2,118,2,4,838794,3154,3,4,0,0,3,1,2,1,0,0
93355,25,0,3,2,11,2,106372,2,615,3,0,358679,3555,1,0,0,4,4,0,3,0,2,0
87002,56,0,4,1,33,4,113698,2,639,3,1,591367,1618,3,1,1,3,3,0,1,0,2,0
44803,45,1,2,3,21,7,59219,2,985,3,0,340319,2196,1,2,3,3,1,0,1,2,2,0
72486,62,0,2,0,34,0,33794,2,262,4,4,263402,838,0,2,2,0,3,2,2,1,1,0
55852,41,1,1,3,4,5,131121,4,1066,3,4,478501,3590,3,4,3,2,2,1,1,3,2,0
22701,33,1,1,0,10,1,97133,1,1666,4,0,680405,1050,0,2,3,2,1,1,0,0,0,0
23123,58,1,0,2,31,2,48626,2,1086,0,0,761761,2971,2,1,1,0,3,3,1,1,0,0
5026,54,1,3,3,12,3,121127,0,1781,3,1,842035,3702,0,2,1,4,1,4,1,3,0,0
29747,58,1,2,3,21,8,121242,3,1960,3,2,640975,4495,1,0,3,3,0,4,1,3,0,0
39889,41,0,3,3,22,0,35121,0,1086,0,0,394694,4471,1,4,1,3,2,0,1,1,2,0
67545,32,1,3,3,13,6,145231,3,866,0,0,245056,4393,0,0,3,4,1,1,0,3,1,0
48562,44,1,0,3,12,3,88432,2,851,1,1,804994,4486,1,1,1,4,1,3,1,0,0,0
49305,55,0,3,1,6,4,37513,2,1469,0,2,784330,4644,2,2,3,3,4,0,1,1,0,0
19357,66,0,1,2,30,1,98350,2,1065,4,0,236430,4520,3,0,4,2,2,0,2,0,1,0
87243,19,1,1,1,13,2,119463,0,29,2,0,740414,3069,3,4,2,4,3,4,3,3,0,0
75459,49,1,4,3,32,0,51586,1,1412,4,0,791946,3295,2,0,0,3,3,4,1,2,0,0
65054,21,0,1,2,22,3,53893,0,226,4,2,445698,4612,1,0,1,4,2,1,3,2,2,0
12262,52,0,2,3,4,3,117453,1,1471,2,2,622718,3335,0,4,2,0,3,0,1,3,2,0
95482,50,0,2,2,23,8,46960,4,1954,4,2,689748,1172,2,2,3,3,4,0,1,1,0,0
60155,25,0,1,4,0,5,55719,0,1057,2,3,163258,1345,2,2,0,0,0,0,3,2,1,0
2546,34,1,1,0,6,1,84899,2,1139,0,0,186099,4887,0,1,1,1,4,1,0,0,1,0
30337,69,0,3,4,30,0,121566,1,1523,0,4,923819,4397,3,2,1,0,4,4,2,3,0,0
30079,35,1,0,1,28,6,133058,2,1796,3,2,437060,4583,2,3,3,3,2,4,0,3,2,0
55397,32,0,2,3,0,1,98754,2,873,0,4,391306,4409,2,0,0,2,4,4,0,0,2,0
67282,24,0,4,3,4,2,108639,2,815,1,0,449999,4477,0,4,3,2,1,3,3,0,2,0
89876,29,1,2,1,33,1,46622,0,318,3,4,424532,4424,3,1,3,2,4,4,0,1,2,0
92541,32,0,3,4,27,2,118974,2,565,3,2,870542,3678,0,3,1,3,4,0,0,3,0,0
12940,40,0,0,2,33,2,101167,1,1561,3,2,741248,4885,2,4,4,3,1,1,0,0,0,0
86220,20,1,2,1,1,1,113130,2,1839,4,0,765626,4547,1,2,2,4,2,4,3,0,0,0
67355,25,1,4,0,32,8,35697,0,1235,4,1,430309,4317,0,4,1,0,4,4,3,1,2,0
61133,58,0,1,4,1,4,37417,2,1223,1,2,626899,4294,0,2,4,3,2,4,1,1,2,0
64581,37,1,2,3,21,7,97405,2,847,2,0,647845,4293,3,0,3,1,2,4,0,0,0,0
3918,39,0,0,4,26,6,116143,2,1609,0,1,243488,3456,0,2,2,3,2,0,0,3,1,0
82109,67,0,1,4,8,5,50954,0,470,2,2,841790,1101,3,3,2,4,2,3,2,1,0,0
85729,47,0,0,4,18,8,122449,0,1940,3,1,968706,4134,2,4,2,0,3,0,1,3,0,0
76430,27,0,1,4,22,5,56563,2,1760,0,0,501735,3477,3,3,3,3,2,1,0,2,2,0
24206,41,0,2,1,10,4,108461,1,70,4,3,366484,3948,3,0,2,1,1,3,1,0,2,0
53092,47,0,0,3,26,7,72266,3,222,2,4,165475,1827,0,4,0,4,3,2,1,2,1,0
22508,40,1,1,0,26,3,45891,4,28,2,3,907754,1084,2,4,1,1,3,1,0,1,0,0
63639,54,0,0,0,15,7,144563,2,815,2,1,950170,4462,2,2,1,4,1,3,1,3,0,0
8797,32,1,1,4,21,5,37921,3,2008,3,0,588475,1099,2,3,1,4,0,1,0,1,2,0
45344,37,0,3,2,3,3,29107,2,758,3,3,357547,2467,3,4,3,2,4,0,0,1,2,0
79781,48,1,3,1,5,4,109484,1,1560,1,2,195459,3389,3,4,2,4,1,0,1,0,1,0
46180,42,1,3,2,14,0,109826,2,894,2,0,889416,4497,2,4,0,4,1,0,1,0,0,0
8485,29,1,2,2,19,6,85469,1,226,3,3,206889,1661,3,1,4,4,0,1,0,0,1,0
88575,49,1,0,4,27,6,144521,0,1093,3,2,176320,2042,2,4,4,4,0,1,1,3,1,0
46126,55,0,3,0,13,3,50003,3,253,3,0,309932,1612,3,2,0,3,3,0,1,1,1,0
67466,70,0,0,3,33,3,74274,0,336,2,2,709636,724,3,0,0,2,4,1,2,2,0,0
90514,54,0,4,0,32,0,115352,1,813,0,0,461743,4515,2,1,3,2,0,2,1,0,2,0
66687,47,1,1,4,19,7,75340,1,1112,3,4,96345,3468,2,3,1,4,3,1,1,2,1,0
65679,31,0,0,3,17,4,140796,1,946,0,0,790293,768,2,0,0,3,0,1,0,3,0,0
63259,49,1,3,2,7,8,102474,1,1290,2,2,649165,3609,2,1,2,3,4,3,1,0,0,0
80972,52,1,4,0,2,6,37488,2,733,1,2,670490,1789,1,3,0,2,1,1,1,1,0,0
88818,33,1,2,3,19,6,117175,0,1650,0,2,802448,1301,2,3,0,2,2,4,0,3,0,0
29537,53,0,0,2,8,5,96496,3,619,2,2,293950,2813,3,0,3,3,1,3,1,0,1,0
25143,23,1,1,2,9,1,128496,1,1634,1,0,152302,4446,3,1,3,1,0,4,3,3,1,0
74145,36,1,0,2,8,4,64597,1,642,3,2,662449,3578,2,3,2,4,0,4,0,2,0,0
95774,41,0,1,4,9,7,76533,3,920,4,1,196524,1753,2,4,4,3,3,4,1,2,1,0
36238,20,1,1,1,0,0,66977,4,1958,3,4,585045,3108,2,4,2,3,4,3,3,2,2,0
55553,68,1,1,3,4,1,90126,2,1818,4,0,586059,1045,3,1,1,3,4,3,2,0,2,0
27373,57,0,4,4,12,2,147426,0,954,2,3,519380,1327,3,1,4,0,0,0,1,3,2,0
95371,63,1,3,3,27,3,43934,1,1674,4,4,575425,3024,2,3,4,3,1,0,2,1,2,0
12537,70,1,3,1,5,6,106016,3,1589,2,4,676642,3322,0,3,4,3,3,2,2,0,0,0
79800,38,1,3,0,6,1,31252,0,1724,3,3,433673,4033,0,3,2,4,3,1,0,1,2,0
80161,36,0,0,2,30,2,54893,0,237,1,0,153684,1728,2,3,2,0,4,2,0,2,1,0
36886,39,1,4,0,28,5,111714,1,1842,4,0,675021,3179,2,4,2,0,0,1,0,0,0,0
68363,46,1,1,2,5,7,145471,0,1463,2,1,799181,4300,1,3,0,4,1,3,1,3,0,0
30229,32,0,1,4,0,0,31758,2,1952,0,0,584476,1160,3,3,3,4,2,4,0,1,2,0
14723,38,1,2,2,4,6,78077,2,798,2,0,87872,1773,2,2,3,0,1,3,0,2,1,0
34953,25,0,0,1,8,2,69620,3,1620,4,2,432693,1618,2,1,4,3,2,3,3,2,2,0
79288,26,0,2,4,23,3,76805,0,1464,2,4,770426,3397,2,4,1,2,3,2,0,2,0,0
57168,19,1,0,2,4,2,29195,0,1412,0,0,525726,752,1,4,2,2,3,3,3,1,2,0
31100,69,0,4,2,12,7,90464,2,1235,4,0,76212,4685,0,3,1,3,2,2,2,0,1,0
69205,55,1,0,4,3,1,110571,2,1066,0,1,515736,2495,2,2,2,0,2,3,1,0,2,0
12419,41,1,1,4,9,0,93207,2,312,2,4,764248,1617,2,0,1,4,1,1,1,0,0,0
49635,49,0,0,3,10,0,72017,3,631,4,4,435411,1701,2,2,2,2,0,3,1,2,2,0
77004,61,1,4,2,27,2,37243,2,1073,1,4,619764,4416,2,2,3,3,3,3,2,1,2,0
37481,40,0,3,2,21,5,67503,1,127,1,2,879727,3652,2,2,4,0,4,3,0,2,0,0
89529,40,0,0,4,25,4,119547,4,1743,1,0,141925,2507,1,1,2,3,3,4,0,3,1,0
56408,70,1,3,1,17,1,24781,3,361,3,4,137166,4323,3,4,3,4,2,0,2,1,1,0
77328,46,1,1,1,15,7,114424,4,204,0,4,804474,3580,0,4,2,3,3,0,1,0,0,0
77074,19,0,0,0,3,5,87549,2,1414,1,4,652600,716,3,4,1,1,3,4,3,0,0,0
21391,64,1,3,4,14,5,96392,3,1597,0,2,226163,4444,0,3,0,2,4,4,2,0,1,0
36187,51,1,4,4,4,5,107738,2,1523,3,4,507230,3882,0,0,4,2,2,2,1,0,2,0
70089,30,1,0,0,13,3,95617,3,1603,4,2,499809,4346,3,1,3,4,4,4,0,0,2,0
94026,69,1,1,3,5,1,93844,1,610,4,4,138433,3156,1,0,3,2,1,0,2,0,1,0
39710,40,0,0,4,6,4,123016,4,1595,3,3,96120,3375,2,1,2,0,1,3,0,3,1,0
34143,38,1,4,2,25,7,98084,1,149,2,4,788984,3517,0,2,1,3,2,1,0,0,0,0
3300,66,1,1,4,26,2,61905,1,1139,1,0,164939,4663,2,3,0,4,0,3,2,2,1,0
52279,57,0,4,1,18,8,35462,2,991,3,1,112261,4358,1,3,1,4,1,1,1,1,1,0
